Column1,Column2,Column3
你这个质量有问题触摸屏不行有时候点几下都不动什么情况你这个是不是旧手机搞的,1,质量 问题 触摸屏 不行 有时候 点 几下 都 不动 情况 是不是 旧 手机 搞 
正常使用不打游戏不看视频来一两个月就开始卡反正挺辣鸡的便宜没好货,1,正常 打游戏 不看 视频 一两个 月 卡 反正 挺辣鸡 便宜 没好 货 
手机的声音竟然是破音的对比一下年前买的同样价位的荣耀都比这个好得多华为把荣耀交给你们就做成这种烂货,1,手机 声音 竟然 破音 年前 买 价位 荣耀 都 好得多 华为 荣耀 交给 做成 这种 烂货 
太差劲了还是买了两个后悔了电池还不耐用,1,太 差劲 买 两个 后悔 电池 还 耐用 
翻新机收到货已经贴好钢化膜了手机充电非常烫运行速度非常卡不建议购买一直都相信京东自营这次非常失望可惜没有零星的评价,1,翻新 机 收到 货 贴 钢化 膜 手机 充电 非常 烫 运行 速度 非常 卡 建议 购买 都 相信 京东 自营 这次 非常 失望 可惜 没有 零星 评价 
拍照效果拍照效果差反应迟钝耳机都没有送一张没有用的夸省外地的烂电信卡极差无比,1,拍照 效果 拍照 效果 差 反应迟钝 耳机 都 没有 送 一张 没有 夸 省外 烂 电信卡 极差 无比 
买的时候还有充电宝回来只有手机和客服说不回我差太差了,1,买 充电 宝 回来 手机 客服 说 回 差太差 
手机信号不稳定谁用谁知道不相信你自己看着办我用的是移动卡有时候是网络有时候却变成信号烦,1,手机信号 稳定 知道 相信 看着办 我用 移动 卡 有时候 网络 有时候 信号 烦 
原装充电线用了一个月充不上电了咨询客服不管电话不接没人处理质量问题,1,原装 充电 线用 一个月 充不上 电 咨询 客服 电话 不接 没人 质量 问题 
像素不好还老死机电池也不耐用才用了一个月左右,1,像素 不好 还 老 死机 电池 耐用 一个月 
前阵子给老爸老妈各买了一个银黑今早老妈那个银的充电抖动然后关机现在一充电就抖动开不了机了,1,前 阵子 老爸 老妈 各买 银黑 今早 老妈 银 充电 抖动 关机 现在 充电 抖动 开 机了 
没注意到屏幕的分辨率竟然这么低看起来比较模糊另外就是我前天买的没有赠送耳机今天看到现在有耳机赠送问客服客服说先到先得赠完就没有了好吧碰巧我买的时候没有耳机赠送,1,没 注意 屏幕 分辨率 竟然 低 看起来 比较 模糊 前天 买 没有 赠送 耳机 看到 现在 耳机 赠送 问 客服 客服 说 先到 先得 赠 完 没有 碰巧 买 没有 耳机 赠送 
太差劲第一次京东买东西这么闹心刚买了就赠送耳机了退货吧客服说不能退回只能用一次完了无理由退货要我自己出运费自己出运费吧快递员还不知道要看实际退款到账弄的退货吧下次买没有了不退吧闹心没有耳机真是的京东自营对待会员竟然这样处理令人无语了非常不愉快的一次购物,1,太 差劲 第一次 京东 买 东西 闹心 刚买 赠送 耳机 退货 客服 说 退回 只能 完 无 理由 退货 运费 运费 快递 员 还 知道 看 退款 账 弄 退货 下次 买 没有 退 闹心 没有 耳机 真是 京东 自营 会员 竟然 令人 无语 非常 愉快 购物 
垃圾荣耀怪不得被华为扔掉还不如几百块钱的红米时不时的还会卡的退不出去,1,垃圾 荣耀 华为 扔掉 还 几百块 钱 红米 时不时 还 卡 退 
手机拿到手才用天就屏幕坏了跟客服沟通说不在保修范围内叫你们要个投诉的方式你们说没有我算你们狠店大欺客难怪要卖掉荣耀真是瞎了眼买你们家荣耀你们骗了钱好去买药吃是吧,1,手机 拿到 手才 用天 屏幕 坏 客服 沟通 说 保修 范围 要个 投诉 方式 说 没有 我算 狠 店大欺客 难怪 卖掉 荣耀 真是 瞎了眼 买 家 荣耀 骗 钱 买药 吃 
外形外观就带着各种地上摩擦的痕迹就给我发过来了比外面的快递盒子还脏无语,1,外形 外观 地上 摩擦 痕迹 给我发 过来 外面 快递 盒子 还脏 无语 
买来每次充电手机都发烫可能有问题建议大家不要买这款手机,1,买来 每次 充电 手机 都 发烫 问题 建议 买 这款 手机 
发热高屏幕效果差价格波动太频繁所谓价格保护就是欺骗一六九九买台手机二天时间就多花一百,1,发热 高 屏幕 效果 差 价格 波动 太 频繁 所谓 价格 保护 欺骗 九九 买台 手机 二天 时间 多花 一百 
确认二手手机刚刚拆封的手机屏幕上一堆指纹联系客服还说防拆标签完好不可能是二手真是差劲的一次体验怪不得评论上很多人都说的,1,确认 二手手机 刚刚 拆封 手机 屏幕 一堆 指纹 联系 客服 还 说 防 拆 标签 完好 二手 真是 差劲 体验 评论 都 说 
买回来天烧主板原来人家说京东卖翻新机我还不信结果被打脸了,1,买回来 天烧 主板 说 京东 卖 翻新 机 还 不信 脸 
经常打不通就是别人打这部手机没信号但又不是每次哎什么情况第一次踩雷,1,经常 不通 部手机 没 信号 每次 情况 第一次 踩 雷 
承诺的保价双结果当天又降壹佰多价格保护不认走客服补差价因为有赠品分摊价格又不能全补我也没求着你给我赠品吧现在谁还用这种耳机然后你自己非要送完了在这恶心谁呢双全是套路,1,承诺 保价 双 当天 降壹佰多 价格 保护 不认 走 客服 补 差价 赠品 分摊 价格 全补 没求 赠品 现在 还 这种 耳机 非要 送 完 恶心 双全 套路 
不好的体验入手一个月手机突然黑屏关机就开不了机了还得自己拿去手机店维修买者慎入,1,不好 体验 入手 一个月 手机 突然 黑屏 关机 开 机了 还 手机店 维修 买者 慎入 
买之前保价一年买之后保价天我就呵呵了第一次试国产再也不信了专坑自己人,1,买 保价 一年 买 保价 天 第一次 试 国产 再也 不信 专坑 
接受信号太差还不如手机感觉是水货,1,接受 信号 太差 还 手机 感觉 水货 
信号不好老卡顿声音也断断续续的有时候还有杂音,1,信号 不好 老卡顿 声音 断断续续 有时候 杂音 
除电量耐用其他都不咋地同环境下网络信号和流量特卡,1,电量 耐用 都 地同 环境 网络 信号 流量 特卡 
其他特色为什么送来的手机包装盒连塑料薄膜封装都没有就是简单的贴了两个胶条严重怀疑这是个二手机,1,特色 送来 手机 包装盒 塑料薄膜 封装 都 没有 简单 贴 两个 胶条 怀疑 手机 
这手机能正常使用吗,1,手机 正常 
东西不错就是客服太牛不理人店大欺客啊东西再好也没用态度不行这店没啥前途怪不得荣耀也被华为踢了,1,东西 不错 客服 太牛 不理 店大欺客 东西 没用 态度 不行 这店 没 前途 荣耀 华为 踢 
东西收到了手感好摸着舒服图案大气值得购买下次需要买啥再来光顾,1,东西 收到 手感 摸 舒服 图案 大气 值得 购买 下次 需要 买 光顾 
这个价格也就买了内存了国产芯片有时候卡信号不好在地铁里移动几乎没信号不知道其他运行商的卡咋样国产芯片还是有太大差距,1,价格 买 内存 国产 芯片 有时候 卡 信号 不好 地铁 里 移动 没 信号 知道 运行 商 卡 咋样 国产 芯片 有太大 差距 
拍照效果还可以屏幕音效屏幕反应迟钝卡慢我都有点怀疑是不是翻新机了本以为京东买东西保质保量的没想到收到的货也是真假难辨,1,拍照 效果 还 屏幕 音效 屏幕 反应迟钝 卡慢 都 有点 怀疑 是不是 翻新 机了 京东 买 东西 保质保量 没想到 收到 货 真假难辨 
屏幕的字回抖动的厉害像素不行还是机子问题,1,屏幕 字 回 抖动 厉害 像素 不行 机子 问题 
这机器总断网啊网络和手机卡没问题在老手机上用都正常,1,机器 总断 网 网络 手机卡 没 问题 老 手机 上用 都 正常 
差评差评买完刚开始降元过了几天又降价客服却说过了保价期凭什么买的同样的东西就要多掏一百多块钱而且上边促销赠送的耳机也没有送,1,差评 差评 买 完刚 降元过 几天 降价 客服 却说 保价 期凭 买 东西 掏 一百多块 钱 上边 促销 赠送 耳机 没有 送 
不得不说这手机的数据信号真不行同一张卡同一个地方我另一台完爆它便宜是有便宜的道理的,1,说 手机 数据信号 真 不行 一张 卡 同一个 地方 另一台 完爆 便宜 便宜 道理 
这款手机的数据看是好看可用起来卡慢得要谁买谁后悔,1,款 手机 数据 看 好看 可用 起来 卡慢 买 后悔 
新买的手机就这么卡打开包装感觉是个使过的,1,新买 手机 卡 打开 包装 感觉 
买给老爸用的反应过来说不好用信号不好看来也是靠不住,1,买 老爸 过来 说 不好 信号 不好 看来 靠不住 
价格太贵了和手机店里的元真是太坑人了我建议大家不要在这买如果想要的话去专卖店三百块钱能带家人吃顿饭了唉真是以后不能再京东买东西了,1,价格 太贵 手机 店里 元 真是太 坑人 建议 买 想要 专卖店 三百块 钱 能带 家人 吃 顿饭 真是 京东 买 东西 
充电器充电时间超过十分钟充电器就发热,1,充电器 充电 时间 超过 十分钟 充电器 发热 
差评第一次买华为的产品本来很有信心的结果买来两个月麦克风话筒就坏了,1,差评 第一次 买 华为 产品 本来 信心 买来 两个 月 麦克风 话筒 坏 
已经退货手机描述写的是高清屏实际却是手机扫描二维码码半天没反应,1,退货 手机 描述 写 高 清屏 却是 手机 扫描 二维码 码 半天 没 
标配手机没有配钢化膜手机反应慢打开视频等的心烦不知道别人的是怎么样,1,标配 手机 没有 配 钢化 膜 手机 慢 打开 视频 心烦 知道 
没有虚拟按键没有一键返回滑屏返回是最大糟点用得人抓狂,1,没有 虚拟 按键 没有 一键 返回 滑屏 返回 最大 糟点 抓狂 
刚买的手机就有点卡不怎么好连个充气袋也不放手机在快递盒里晃荡,1,刚买 手机 有点 卡 好连个 充气袋 不放 手机 快递 盒里 晃荡 
昨天晚上买的今晚就掉价拍照效果像素不好屏幕音效不好外形外观和想象中的差别太大了有点失望,1,昨天晚上 买 今晚 掉价 拍照 效果 像素 不好 屏幕 音效 不好 外形 外观 想象 中 差别 太大 有点 失望 
手机信号不稳开导航老是他是手机信号弱我这还是主卡副卡就没事,1,手机信号 稳开 导航 老是 手机信号 弱 主卡 副 卡 没事 
卡顿用荣耀很久了买个父母用出现这个情况才没一个月伤心虽然不是贵的,1,卡顿 荣耀 很久 买个 父母 情况 没 一个月 伤心 贵 
当时我选的是移动卡给我一张电信卡和一套激活流程被坑了大洋,1,我选 移动 卡给 一张 电信卡 一套 激活 流程 坑 大洋 
新机就卡屏不知道是不是因为芯片的问题用了很多年华为这次体验有点差,1,新机 卡屏 知道 是不是 芯片 问题 很多年 华为 这次 体验 有点 差 
刚买的手机就开不了机充电了也不行真的很无语还自营店,1,刚买 手机 开 机 充电 不行 真的 很无语 还 自营 店 
王者荣耀地图都刷不出来图四客服推荐从装游戏试了也没用两千多非常不值,1,王者 荣耀 地图 都 刷 图四 客服 推荐 从装 游戏 试 没用 两千多 非常 不值 
系统不好用还发热说好有返京豆结果不返问客服推三推四的到现在也没有反正谁买谁后悔不如买有优惠比它性价比好多拍照也也没人家好,1,系统 不好 还 发热 说好 返京 豆 不返 问 客服 推三推四 现在 没有 反正 买 后悔 买 优惠 性价比 好多 拍照 没 
非常差的一次网购手机用用就发热更不用说冲电了,1,非常 差 网购 手机 用用 发热 不用说 冲电 
手机发过来包装非常旧上面灰都有我都怀疑是二手机,1,手机 发过来 包装 非常 旧 灰 都 都 怀疑 手机 
拍照效果拍照极差送给女朋友彻底尴尬了很后悔的选择这个,1,拍照 效果 拍照 极差 送给 女朋友 尴尬 后悔 选择 
网络不稳定手机卡顿客服回复慢购物最差的一次体验,1,网络 稳定 手机卡 顿 客服 回复 慢 购物 最差 体验 
手机拿到第一时间拍了视频盒子上的标签是被人撕开过脏兮兮的样子真糟心,1,手机 拿到 第一 时间 拍 视频 盒子 标签 撕开 脏兮兮 样子 真糟 心 
手机跟手机套不配套用起来很费劲白买这些东西了,1,手机 手机套 配套 起来 费劲 白买 东西 
容易发烫拍照很模糊开视频人家根本都看不到清楚,1,发烫 拍照 模糊 开 视频 根本 都 看不到 清楚 
刚到手音质就很差打电话对面噼里啪啦的有异响,1,到手 音质 差 打电话 对面 噼里啪啦 异响 
太差劲了才用几天就坏了打算买的人多考虑一下吧别贪这点便宜,1,太 差劲 几天 坏 打算 买 考虑一下 贪 这点 便宜 
垃圾商品找客服百次都不回话有历史以来购物最不理想的还是京东不如多多,1,垃圾 商品 找 客服 百次 都 不回话 历史 购物 最 理想 京东 
拍照效果拍照效果和盗版手机一样暗黑无光太差劲了,1,拍照 效果 拍照 效果 盗版 手机 暗黑 无光 太 差劲 
其他特色一两千块钱的手机居然不配耳机垃圾其他的朋友们慎重考虑,1,特色 一两千块 钱 手机 不配 耳机 垃圾 朋友 慎重考虑 
不好手机信号很差而且手机也有点卡速度慢,1,不好 手机信号 很差 手机 有点 卡 速度慢 
屏幕已经花屏了特别容易有刮痕赠送的贴膜也是歪的,1,屏幕 花屏 特别 刮痕 赠送 贴膜 歪 
垃圾买了十天旧就降价百分之十几保价才保天京东现在是越来越不行了,1,垃圾 买 十天 旧 降价 百分之十几 保价 保天 京东 现在 越来越 不行 
手机封签打开过包装污染我买新手机发个二手过来有损京东形象二手京东名不虚传,1,手机 封签 打开 包装 污染 买 新手机 发个 二手 过来 有损 京东 形象 二手 京东 名不虚传 
最不愉快的一次购物拆开后手机屏是碎的希望厂家能尽快给办理退货,1,最 愉快 购物 拆开 手机 屏是 碎 希望 厂家 办理 退货 
垃圾连个耳机都没有啥都没有一个手机还卡,1,垃圾 耳机 都 没有 都 没有 手机 还卡 
商家只能用拉圾两个字形容联续商家售后问题竟然两天都没有回复,1,商家 只能 拉圾 两个 字 形容 联续 商家 售后 问题 竟然 两天 都 没有 回复 
本来不想给差评的但是这次快递太差了同意的时间给我耽误了一个星期买的时候客服可积极了下单了什么问题就是没人回复你,1,本来 不想 差评 这次 快递 太差 同意 时间 耽误 星期 买 客服 积极 下单 问题 没 回复 
刚买完一天就降价了买的时候不送耳机还贵才一天就降价还送耳机太坑了吧,1,刚买 完 降价 买 不送 耳机 还贵 降价 还 送 耳机 太坑 
收到货手机就看到拍照后镜头有裂痕本心情满满的期待第一次失望的购物,1,收到 货 手机 看到 拍照 镜头 裂痕 心情 满满的 期待 第一次 失望 购物 
手机屏很差不可以用其它牌子的蓝牙耳机,1,手机 屏 差 牌子 蓝牙 耳机 
垃圾手机用一会儿就发烫看电视里面是花的,1,垃圾 手机 一会儿 发烫 看电视 里面 花 
才买一个月就降价联系人工服务都是旗舰店推给京东联系京东客户意思就是早买的就该吃亏,1,买 一个月 降价 联系 人工 服务 都 旗舰店 推 京东 联系 京东 客户 意思 早买 吃亏 
一颗星都嫌多有问题推来推去第一次见识到了这样的客服跟快递员,1,一颗 星 都 嫌多 问题 推来推去 第一次 见识 客服 快递 员 
说实话真不好用信号弱网络特差买后悔了,1,说实话 真 不好 信号 弱 网络 特差 买 后悔 
垃圾手机一个月不到手机屏轻轻一碰就碎了,1,垃圾 手机 一个月 不到 手机 屏 轻轻 一碰 碎 
不满意你们引诱小孩买手机还借白条我家小孩正值高三关键期你们真害死人,1,满意 引诱 小孩 买手机 还 白条 我家 小孩 正值 高三 关键期 真 害死 
垃圾屏幕从床下摔下来钢化膜没碎屏幕碎了,1,垃圾 屏幕 从床 摔下来 钢化 膜 没碎 屏幕 碎 
手机有问题声音很小看下后续怎么解决吧,1,手机 问题 声音 很小 看 后续 解决 
没有拍照解锁只能侧面开关机解锁超级不好用根本感应不到,1,没有 拍照 解锁 只能 侧面 开关机 解锁 超级 不好 根本 感应 不到 
通话声音太小了根本听不见对方在讲什么希望大家不要购买这款手机,1,通话 声音 太小 根本 听不见 讲 希望 购买 款 手机 
运行速度慢显示不清楚照相也不行也就千电池有点用吧,1,运行 速度慢 显示 清楚 照相 不行 电池 有点 
大欺骗消费者订单处理太慢不追就不处理以后不能在京东买东西了,1,欺骗 消费者 订单 太慢 追 京东 买 东西 
快递的态度不好客服的态度也不好机器人一堆还不如店里面买一星都不想给,1,快递 态度 不好 客服 态度 不好 机器人 一堆 还 店 里面 买 一星 都 不想 
耗电快发热较严重有点失望,1,耗电 发热 有点 失望 
这是残次品吧电一点都不耐用不开任何应用不用数据就这样放着玛德一早上就只剩百分之,1,这是 残次品 电 一点 都 耐用 开 不用 数据 放着 玛德 早上 剩 百分之 
这里面也不给垫上东西电子产品晃着就物流了真是不负责任,1,里面 垫 东西 电子产品 晃 物流 真是 不负责任 
刚买回来就发卡过了几天导航定位么信号由于在跑长途货运无法退换毕竟价钱有限将就着用吧建议老年人或学生使用,1,买回来 发卡 几天 导航 定位 信号 跑 长途 货运 无法 退换 毕竟 价钱 有限 建议 老年人 学生 
手机卡竟然无法识别拍照也很模糊这样的商品怎么就出仓发货了呢没有考虑过用户的体验,1,手机卡 竟然 无法 识别 拍照 模糊 商品 出仓 发货 没有 考虑 用户 体验 
买来之后导航基本报废定位基本报废经常没信号配置和反应不搭,1,买来 导航 报废 定位 报废 经常 没 信号 配置 搭 
新手机收到没几天用着一直自己关机况且开机还要差充电器才能开机申请换货一个工作日了还没有处理结果,1,新手机 收到 没 几天 关机 开机 还要 差 充电器 才能 开机 申请 换货 工作日 还 没有 处理结果 
超级差评售后没有服务没有保修卡没有耳机啥都没有客服根本不理人买个手机就送一个充电器谁买谁上当,1,超级 差评 售后 没有 服务 没有 保修卡 没有 耳机 都 没有 客服 根本 不理 人买个 手机 送 充电器 买 上当 
不该信任官方店京东搜第一家店是官方没多想直接买了后来再一瞅比其他店贵了三百块草真坑花了冤枉钱亏死了第一次给差评心里还难受的块就为了个差评吐了,1,不该 信任 官方 店 京东 搜 第一家 店 官方 没多想 直接 买 瞅 店贵 三百块 草真 坑花 冤枉钱 亏死 第一次 差评 还 难受 块 差评 吐 
辣鸡手机太差劲用了将近一个月电池鼓起来就平常使用,1,辣鸡 手机 太 差劲 一个月 电池 鼓起来 平常 
不明白为什么一定要注册华为帐号不能跳过老人家弄了半天都登陆不了还密码错误要等三个小时明天还得找别人去帮忙弄以后不买华为手机了,1,明白 注册 华为 帐号 跳过 老人家 弄 半天 都 登陆 还 密码 错误 三个 小时 明天 还 找 帮忙 弄 不买 华为 手机 
打游戏上不了手的随便登个都烫太不值得了,1,打游戏 手 随便 登个 都 烫 太 值得 
用了一个星期左右指纹没反应有时候刚录完指纹怎么解锁都解不了,1,星期 指纹 没 有时候 刚录 完 指纹 解锁 都 解 
很一般的手机电量不够用跟导航不配导航信号弱像素差,1,手机 电量 导航 不配 导航 信号 弱 像素 差 
屏幕不高清不清晰画面很模糊很刺眼除了便宜没有别的优点,1,屏幕 高清 清晰 画面 模糊 刺眼 便宜 没有 优点 
建议大家谨慎购买买了用了不到两个月胶水全都出来了说给我处理好也没有给我处理好,1,建议 谨慎 购买 买 不到 两个 月 胶水 说 没有 
垃圾拆包手机膜就是坏的整到最后也没啥实在的补偿垃圾垃圾,1,垃圾 拆包 手机 膜 坏 整到 最后 没 实在 补偿 垃圾 垃圾 
这才买几天出现花屏淡淡的一条缝天天打着爱国旗号卖的什么产品,1,这才 买 几天 花屏 淡淡的 一条 缝 天天 打着 爱国 旗号 卖 产品 
此产品没配带耳机打电话给客服客服说超时了没办法补发这次购物最差劲的了这也太坑了吧,1,产品 没 配带 耳机 打电话 客服 客服 说 超时 没 办法 补发 这次 购物 最 差劲 太坑 
差评买两台手机居然不配机什么垃圾店,1,差评 买 两台 手机 不配 机 垃圾 店 
都是白边真没见过这么垃圾膜,1,都 白边 真 没见 垃圾 膜 
实在是太卡了新手机是这个样子好难过,1,实在 太卡 新手机 样子 难过 
质量太差用了不到一个月充电器坏了充不进电,1,质量 太差 不到 一个月 充电器 坏 充不进 电 
商家服务态度不好联系客户不理不睬的都是在忽悠找借口物流没有按时派送在站点停留了一天多后来是我自己去取的快递打电话也不接一直在逃避,1,商家 服务态度 不好 联系 客户 不理不睬 都 忽悠 找 借口 物流 没有 按时 派送 站点 停留 去取 快递 打电话 不接 逃避 
看超过十分钟手机会发热,1,看 超过 十分钟 手机 发热 
刚买一天就降价呵呵,1,刚买 降价 
屏幕音效我查了一下是高仿手机,1,屏幕 音效 我查 高仿 手机 
我裂开了一共买了个都是就颜色不一样其中一个机器昨晚上有提示更新我选的稍后安装大概是晚上自己安装了更新早上醒了发现这机器一直在反复重启拔出卡它就不重启了但是只要把卡插上去它就开始重启了换了别人的卡进去也是这样重启意思是不能用卡了这机器更新之前是好的啊另外一个也更新了是好的没有出问题,1,裂开 一共 买 都 颜色 机器 昨晚 提示 更新 我选 稍后 安装 晚上 安装 更新 早上 醒 发现 机器 反复 重启 拔出 卡 重启 卡 插上去 重启 换 卡 进去 重启 意思 用卡 机器 更新 更新 没有 问题 
这手机竟然没有陀螺仪吃鸡根本没得玩参数也不写明白白瞎了,1,手机 竟然 没有 陀螺仪 吃 鸡 根本 没得 玩 参数 写明 白白 瞎 
买了几天降价不给价保我恶意给的差评手机还是挺好的,1,买 几天 降价 价保 恶意 差评 手机 挺 
外包装不是全新的速度一般和我原有的效果差不多本来想买是希望能够尽快可以升级成鸿蒙系统的没想到华为卖了荣耀之后已经丢了华为的精神搞什么饥饿销售付款十多天才拿到货体验感超差差评,1,外包装 全新 速度 原有 效果 本来 想 买 希望 能够 升级成 鸿蒙 系统 没想到 华为 卖 荣耀 丢 华为 精神 搞 饥饿 销售 付款 十多天 拿到 货 体验 感超差 差评 
才用半天就感觉电池有问题一会就没电了喇叭也是有问题找了客服一直没反应很失望的一次购物,1,半天 感觉 电池 问题 没电 喇叭 问题 找 客服 没 失望 购物 
拍照效果稀烂别听他们吹了他们也就吹吹唢呐把他们的马愉悦的送走屏幕音效音效不咋滴听个响外形外观不错真全面屏运行速度游戏优化就是厕所级别王者断触吃鸡也不咋地待机时间更新系统后电池更耗电了原来这手机还会成长啊啥时候变人啊其他特色看视频模糊跟看所以加了这特色进去屏幕废物,1,拍照 效果 稀烂 听 吹 吹 吹 唢呐 马 愉悦 送走 屏幕 音效 音效 滴 听个 响 外形 外观 不错 真 屏 运行 速度 游戏 优化 厕所 级别 王者 断触 吃 鸡 待机时间 更新 系统 电池 耗电 手机 还会 成长 啥时候 变人 特色 看 视频 模糊 看 加 特色 进去 屏幕 废物 
晕死刚买回来的手机充电器直接报废客服还联系不上快下架时候买的无语了,1,晕死 买回来 手机 充电器 直接 报废 客服 还 联系 不上 下架 买 无语 
不要买京东已经不是之前那个京东了买的这款手机送的充电宝是接口而手机接口是接口根本不能用京东客服说送的就是这个接口让我已经出钱买了个转换线死活不能换说采购定的流程就是这样好吧你们店大欺客送赠品客人用不了真不如不送讲真京东除了送货快点真没有别的优势了售后压根不如第三方商家真后悔选择京东自营,1,买 京东 京东 买 这款 手机 送 充电 宝是 接口 手机 接口 接口 根本 京东 客服 说 送 接口 出钱 买 转换 线 死活 换 说 采购 流程 店大欺客 送 赠品 客人 真 不送 讲 真 京东 送货 快点 真 没有 优势 售后 压根 第三方 商家 真 后悔 选择 京东 自营 
差评使用后第六天听筒突然没声音了返回京东换货检测说听筒损坏主板也损坏了可能是进水导致手机正常使用未进水单纯质量问题就变成了消费者承担结果,1,差评 第六天 听筒 突然 没 声音 返回 京东 换货 检测 说 听筒 损坏 主板 损坏 进水 导致 手机 正常 未 进水 质量 问题 消费者 承担 
非常差的购物体验手机膜不给贴然后还不给贴膜视频找售后也解决不了售后客服非说已经贴膜了客服是怀疑我眼神不好么分不清是否贴膜么售后服务极差,1,非常 差 购物 体验 手机 膜 贴 还 贴膜 视频 找 售后 解决不了 售后 客服 非说 贴膜 客服 怀疑 眼神 不好 分不清 是否 贴膜 售后服务 极差 
买手机天后发现手机一个很隐蔽的地方有碎屏打给客服说外观问题发生小时后不能退换货了花了几千买了一个残次品,1,买手机 天后 发现 手机 隐蔽 地方 有碎 屏 客服 说 外观 问题 发生 小时 退换货 花 几千 买 残次品 
外形外观收到货后屏幕有一划屏幕音效单单一个差字无法形容放声音是破的拍照效果对于我一个不怎么拍照的人来说都不怎么样太亮了不真实运行速度有时会闪退啥情况待机时间也就待机还可以就是充电太慢其他特色第一次买华为很抱歉给您对来不好的评价我这是中雷了呢真是不好意思天呐把果退了换这玩意,1,外形 外观 收到 货后 屏幕 一划 屏幕 音效 差字 无法形容 放 声音 破 拍照 效果 拍照 来说 都 不怎么样 太亮 真实 运行 速度 有时 闪退 情况 待机时间 待机 还 充电 太慢 特色 第一次 买 华为 抱歉 不好 评价 中雷 真是 不好意思 天呐 果退 换 玩意 
绝对的差评拍的时候也不提醒客户送的膜是不防摔的只告诉我有膜赠送现在手机刚买不到一个月就碎屏了还不包维修真,1,绝对 差评 拍 提醒 客户 送 膜 不防 摔 告诉 膜 赠送 现在 手机 买不到 一个月 碎 屏 还 不包 维修 真 
这款手机质量太差友友们谨慎购买我买的这款手机用了不到一个星期就发现了主板有裂痕痕,1,款 手机 质量 太 差 友友 谨慎 购买 买 这款 手机 不到 星期 发现 主板 裂痕 痕 
什么都好就是太小气了现在生意做的连耳机都不送了块钱买的连个耳机都没有,1,都 太小 气 现在 生意 做 耳机 都 送 块钱 买 连个 耳机 都 没有 
品控相当垃圾发条坏了的充电线要求换线客服给发块钱让自己买我直接好家伙你店里的线多少钱一根自己不知道现在有没有货不知道吐了吐了,1,品控 相当 垃圾 发条 坏 充电 线 要求 换线 客服 发 块钱 买 直接 好家伙 店里 线 钱 一根 知道 现在 有没有 货 知道 吐 吐 
屏幕音效特别差刚买到声音发出来很奇怪没多想越用越觉得不对照这样刚买其实就是有质量问题的了到今天买了还不到一个月照客服说完的检测真的有问题然后让我要拿去他们指定的点修还都有点远说不然我可以选择寄修我刚买的手机就要修还要寄修或者跑大老远去修寄修我都不知道他会不会给我拆机了还是怎么弄自己去修离我最近的点都还要快二十多公里拍照效果前置的拍照真的有点无力吐槽了也太差了吧跟按键式的手机没差多少也不知道是只有我收到的是这样还是原本就这样外形外观包装我是真的不想说什么可能我买的不是贵重物品可能他们觉得他们的手机不值钱吧都不用选择填充物过少连填充物都没有就一个比手机盒大一圈的快递盒里面就手机就这样然后拆开里面就很脏连里面的手机也很脏可能觉得手机耐摔晃吧太失望了,1,屏幕 音效 特别 差刚 买 声音 发出 奇怪 没多想 越用 越 觉得 对照 刚买 质量 问题 买 还 不到 一个月 客服 说完 检测 真的 问题 指定 点 修 还 都 有点 远 说 选择 寄修 买 手机 修 还要 寄修 跑 大老远 修寄修 都 知道 他会 拆机 怎么弄 修离 最近 点 都 还要 二十多公里 拍照 效果 前置 拍照 真的 有点 无力 吐槽 太差 按键式 手机 没差 知道 收到 原本 外形 外观 包装 真的 不想 说 买 贵重物品 觉得 手机 不值钱 都 不用 选择 填充物 过少 填充物 都 没有 手机 盒大 一圈 快递 盒 里面 手机 拆开 里面 很脏 里面 手机 很脏 觉得 手机 耐 摔 晃 太 失望 
手机是旧的用过的保修时间都不对打开手机连淘宝拼多多抖音极速版这些都是下载好了还有好多不想说了差评差评,1,手机 旧 保修 时间 都 打开 手机 淘宝 拼 抖音 极速 版 都 下载 好多 不想 说 差评 差评 
京东很会玩很会玩比动物园里的耍猴人还会玩比疯狂的外星人里面的耿浩还会玩比如等你下完订单签收了就盯着你的签收日期会从口袋里拿出保价协议以下简称协议对着协议顺着目录找到你下单的商品种类在确定你的商品签收了个工作日以后他们降价然后你找客服咨询的时候隔着屏幕笑出叫,1,京东 很会 玩 很会 玩 动物园 里 耍猴 还 玩 疯狂 外星人 里面 耿浩 还 玩 完 订单 签收 盯 签收 日期 口袋 里 拿出 保价 协议 简称 协议 协议 目录 找到 下单 商品种类 确定 商品 签收 工作日 降价 找 客服 咨询 隔 屏幕 笑 
有质量问题机身发烫接听电话里面都听不见声音反馈给客服问题还不给解决超级差评,1,质量 问题 机身 发烫 接听电话 里面 都 听不见 声音 反馈 客服 问题 还 解决 超级 差评 
